"","state_county_fips_code","select_state","select_county","select_state_county_tract","primary_ruca_code_2010","secondary_ruca_code_2010","tract_population_2010","land_area_square_miles_2010","county","tract"
"551","37063","NC","Durham County","37063000500",1,1,4093,0.864809026142206,"063","000500"
"552","37063","NC","Durham County","37063000600",1,1,5177,2.77024410923912,"063","000600"
"553","37063","NC","Durham County","37063000700",1,1,2830,1.31481613042223,"063","000700"
"554","37063","NC","Durham County","37063000900",1,1,1668,0.395962838437862,"063","000900"
"555","37063","NC","Durham County","37063001001",1,1,3466,0.881750417376451,"063","001001"
"556","37063","NC","Durham County","37063001002",1,1,5974,1.29298128022215,"063","001002"
"557","37063","NC","Durham County","37063001100",1,1,3225,0.539006358330618,"063","001100"
"558","37063","NC","Durham County","37063001301",1,1,1128,0.281832579919289,"063","001301"
"559","37063","NC","Durham County","37063001303",1,1,3676,0.578694573102269,"063","001303"
"560","37063","NC","Durham County","37063001304",1,1,2557,0.667712360057267,"063","001304"
"561","37063","NC","Durham County","37063001400",1,1,2609,0.732217678228625,"063","001400"
"562","37063","NC","Durham County","37063001501",1,1,3070,1.05722072843581,"063","001501"
"563","37063","NC","Durham County","37063001502",1,1,5986,0.944138737322335,"063","001502"
"564","37063","NC","Durham County","37063001503",1,1,1941,0.161973723430379,"063","001503"
"565","37063","NC","Durham County","37063001601",1,1,5806,10.2039924509303,"063","001601"
"566","37063","NC","Durham County","37063001603",1,1,6271,9.85973834627805,"063","001603"
"567","37063","NC","Durham County","37063001604",1,1,6645,9.39429680755278,"063","001604"
"568","37063","NC","Durham County","37063001705",1,1,4519,2.8524074242815,"063","001705"
"569","37063","NC","Durham County","37063001706",1,1,4179,2.26819931212037,"063","001706"
"570","37063","NC","Durham County","37063001707",1,1,6485,6.21198129103301,"063","001707"
"571","37063","NC","Durham County","37063001708",1,1,3989,2.44616114051494,"063","001708"
"572","37063","NC","Durham County","37063001709",1,1,6109,3.18808774403588,"063","001709"
"573","37063","NC","Durham County","37063001710",1,1,4705,1.45983186022484,"063","001710"
"574","37063","NC","Durham County","37063001711",1,1,4503,1.5155680257978,"063","001711"
"575","37063","NC","Durham County","37063001801",1,1,7123,17.6674274166521,"063","001801"
"576","37063","NC","Durham County","37063001802",1,1,6736,3.53991640115707,"063","001802"
"577","37063","NC","Durham County","37063001806",1,1,5672,13.8317787572761,"063","001806"
"578","37063","NC","Durham County","37063001807",1,1,9416,3.61855498944397,"063","001807"
"579","37063","NC","Durham County","37063001808",1,1,5046,6.93004678013952,"063","001808"
"580","37063","NC","Durham County","37063001809",1,1,5148,4.67339037864268,"063","001809"
"581","37063","NC","Durham County","37063001900",1,1,2847,22.5758285366573,"063","001900"
"582","37063","NC","Durham County","37063002007",1,1,4854,2.30448789724122,"063","002007"
"583","37063","NC","Durham County","37063002008",1,1,2907,2.00091467605255,"063","002008"
"584","37063","NC","Durham County","37063002009",1,1,4685,2.84528847237902,"063","002009"
"585","37063","NC","Durham County","37063002013",1,1,4481,2.03701329890332,"063","002013"
"586","37063","NC","Durham County","37063002015",1,1,5127,1.44536808664751,"063","002015"
"587","37063","NC","Durham County","37063002016",1,1,5384,1.12449710191707,"063","002016"
"588","37063","NC","Durham County","37063002017",1,1,6654,7.54571758633631,"063","002017"
"589","37063","NC","Durham County","37063002018",1,1,7483,6.91910927772638,"063","002018"
"590","37063","NC","Durham County","37063002019",1,1,4408,7.84880509098884,"063","002019"
"591","37063","NC","Durham County","37063002020",1,1,5894,6.29506854858015,"063","002020"
"592","37063","NC","Durham County","37063002021",1,1,4432,2.32342620892452,"063","002021"
"593","37063","NC","Durham County","37063002022",1,1,4307,0.981110337190751,"063","002022"
"594","37063","NC","Durham County","37063002023",1,1,2808,0.888939253772604,"063","002023"
"595","37063","NC","Durham County","37063002024",1,1,5848,1.6779568090663,"063","002024"
"596","37063","NC","Durham County","37063002025",1,1,5938,2.34656994549782,"063","002025"
"597","37063","NC","Durham County","37063002026",1,1,5813,2.18718812596815,"063","002026"
"598","37063","NC","Durham County","37063002027",1,1,7272,6.38492803827662,"063","002027"
"599","37063","NC","Durham County","37063002028",1,1,6001,8.39868292826067,"063","002028"
"600","37063","NC","Durham County","37063002100",2,2,6362,69.3829415425863,"063","002100"
"601","37063","NC","Durham County","37063002200",1,1,1946,0.593991941275404,"063","002200"
"602","37063","NC","Durham County","37063002300",1,1,1331,0.47447324080266,"063","002300"
"603","37063","NC","Durham County","37063980100",2,2,4,8.16397527710553,"063","980100"
"604","37065","NC","Edgecombe County","37065020200",1,1,6059,9.2300566643552,"065","020200"
"605","37065","NC","Edgecombe County","37065020300",1,1,5370,3.95721910680667,"065","020300"
"606","37065","NC","Edgecombe County","37065020400",1,1,4958,5.84827574490693,"065","020400"
"607","37065","NC","Edgecombe County","37065020600",1,1,3525,53.7888492147454,"065","020600"
"608","37065","NC","Edgecombe County","37065020700",2,2,2201,85.1651679467241,"065","020700"
"609","37065","NC","Edgecombe County","37065020800",6,6,3716,135.171325504211,"065","020800"
"610","37065","NC","Edgecombe County","37065020900",4,4,2939,6.71572764043694,"065","020900"
"611","37065","NC","Edgecombe County","37065021000",4,4,3409,3.75054208745369,"065","021000"
"612","37065","NC","Edgecombe County","37065021100",4,4,3957,15.7831673351382,"065","021100"
"613","37065","NC","Edgecombe County","37065021200",4,4,5207,7.20640829223919,"065","021200"
"614","37065","NC","Edgecombe County","37065021300",5,5,4860,66.0098513969949,"065","021300"
"615","37065","NC","Edgecombe County","37065021400",2,2,4141,42.2117129500214,"065","021400"
"616","37065","NC","Edgecombe County","37065021500",2,2,3313,24.5211472022264,"065","021500"
"617","37065","NC","Edgecombe County","37065021600",5,5,2897,45.9767867650352,"065","021600"
"618","37067","NC","Forsyth County","37067000100",1,1,2052,0.554956625281662,"067","000100"
"619","37067","NC","Forsyth County","37067000200",1,1,1103,0.587865658064825,"067","000200"
"620","37067","NC","Forsyth County","37067000301",1,1,1799,0.345923996559057,"067","000301"
"621","37067","NC","Forsyth County","37067000302",1,1,1859,0.465908722357015,"067","000302"
"622","37067","NC","Forsyth County","37067000400",1,1,3251,0.83660271785043,"067","000400"
"623","37067","NC","Forsyth County","37067000500",1,1,2391,0.629855427901596,"067","000500"
"624","37067","NC","Forsyth County","37067000600",1,1,2056,0.516552972446204,"067","000600"
"625","37067","NC","Forsyth County","37067000700",1,1,1764,0.706749606561884,"067","000700"
"626","37067","NC","Forsyth County","37067000801",1,1,3062,0.796269712446544,"067","000801"
"627","37067","NC","Forsyth County","37067000802",1,1,2100,0.806817251662942,"067","000802"
"628","37067","NC","Forsyth County","37067000900",1,1,3508,1.18437073839724,"067","000900"
"629","37067","NC","Forsyth County","37067001000",1,1,4652,1.10244526229465,"067","001000"
"630","37067","NC","Forsyth County","37067001100",1,1,2254,0.620583570271368,"067","001100"
"631","37067","NC","Forsyth County","37067001200",1,1,1959,1.42091584980317,"067","001200"
"632","37067","NC","Forsyth County","37067001300",1,1,4535,1.62848476518038,"067","001300"
"633","37067","NC","Forsyth County","37067001400",1,1,3710,2.87211523759956,"067","001400"
"634","37067","NC","Forsyth County","37067001500",1,1,4095,2.89076551706031,"067","001500"
"635","37067","NC","Forsyth County","37067001601",1,1,3652,2.36763838288054,"067","001601"
"636","37067","NC","Forsyth County","37067001602",1,1,3077,1.4843748310803,"067","001602"
"637","37067","NC","Forsyth County","37067001700",1,1,5231,3.41124746523922,"067","001700"
"638","37067","NC","Forsyth County","37067001800",1,1,4207,1.90358951470045,"067","001800"
"639","37067","NC","Forsyth County","37067001901",1,1,1549,0.599101231357057,"067","001901"
"640","37067","NC","Forsyth County","37067001902",1,1,1917,0.889214930725548,"067","001902"
"641","37067","NC","Forsyth County","37067002001",1,1,2367,1.08884712979365,"067","002001"
"642","37067","NC","Forsyth County","37067002002",1,1,3072,1.28127543448078,"067","002002"
"643","37067","NC","Forsyth County","37067002100",1,1,2151,0.7855499716601,"067","002100"
"644","37067","NC","Forsyth County","37067002200",1,1,3742,1.72036897468251,"067","002200"
"645","37067","NC","Forsyth County","37067002501",1,1,2590,1.08132277060743,"067","002501"
"646","37067","NC","Forsyth County","37067002502",1,1,2770,1.83601622864662,"067","002502"
"647","37067","NC","Forsyth County","37067002601",1,1,2481,1.86373875091313,"067","002601"
"648","37067","NC","Forsyth County","37067002603",1,1,6553,3.64517750661393,"067","002603"
"649","37067","NC","Forsyth County","37067002604",1,1,6441,3.77533293590549,"067","002604"
"650","37067","NC","Forsyth County","37067002701",1,1,5864,2.16090923973393,"067","002701"
"651","37067","NC","Forsyth County","37067002702",1,1,5675,2.26120777393563,"067","002702"
"652","37067","NC","Forsyth County","37067002703",1,1,6039,1.93889585588814,"067","002703"
"653","37067","NC","Forsyth County","37067002801",1,1,4236,20.640124973552,"067","002801"
"654","37067","NC","Forsyth County","37067002804",1,1,4150,4.92327995342063,"067","002804"
"655","37067","NC","Forsyth County","37067002806",1,1,3274,3.52645031559992,"067","002806"
"656","37067","NC","Forsyth County","37067002807",1,1,5031,11.3526421744039,"067","002807"
"657","37067","NC","Forsyth County","37067002808",1,1,3531,7.6190530612497,"067","002808"
"658","37067","NC","Forsyth County","37067002809",1,1,2238,8.11183758380348,"067","002809"
"659","37067","NC","Forsyth County","37067002901",1,1,4784,14.9145706466594,"067","002901"
"660","37067","NC","Forsyth County","37067002903",1,1,3828,4.81121958866219,"067","002903"
"661","37067","NC","Forsyth County","37067002904",2,2,2151,14.0336607737179,"067","002904"
"662","37067","NC","Forsyth County","37067003002",1,1,3932,6.30091181889646,"067","003002"
"663","37067","NC","Forsyth County","37067003003",1,1,3272,6.19327927388081,"067","003003"
"664","37067","NC","Forsyth County","37067003004",1,1,3618,3.18775839888061,"067","003004"
"665","37067","NC","Forsyth County","37067003103",1,1,5468,14.0538461954264,"067","003103"
"666","37067","NC","Forsyth County","37067003105",1,1,3649,7.97263655275623,"067","003105"
"667","37067","NC","Forsyth County","37067003106",2,2,3099,22.1703135304102,"067","003106"
"668","37067","NC","Forsyth County","37067003107",1,1,4391,6.32331269488507,"067","003107"
"669","37067","NC","Forsyth County","37067003108",1,1,3495,3.09270120170441,"067","003108"
"670","37067","NC","Forsyth County","37067003201",1,1,4774,2.68661823915786,"067","003201"
"671","37067","NC","Forsyth County","37067003202",1,1,3904,3.46880641918032,"067","003202"
"672","37067","NC","Forsyth County","37067003307",1,1,3405,2.75056370917549,"067","003307"
"673","37067","NC","Forsyth County","37067003308",1,1,7880,5.35666574516948,"067","003308"
"674","37067","NC","Forsyth County","37067003309",1,1,4956,5.32457370458859,"067","003309"
"675","37067","NC","Forsyth County","37067003310",1,1,4061,2.79102528660364,"067","003310"
"676","37067","NC","Forsyth County","37067003311",1,1,1926,2.1873618719469,"067","003311"
"677","37067","NC","Forsyth County","37067003312",1,1,2692,8.00874946138747,"067","003312"
"678","37067","NC","Forsyth County","37067003313",1,1,1458,5.54315425399654,"067","003313"
"679","37067","NC","Forsyth County","37067003314",1,1,3171,4.30847247168713,"067","003314"
"680","37067","NC","Forsyth County","37067003315",1,1,3424,4.28143798349645,"067","003315"
"681","37067","NC","Forsyth County","37067003402",1,1,2182,8.02116110190472,"067","003402"
"682","37067","NC","Forsyth County","37067003403",1,1,3412,2.93540047289794,"067","003403"
"683","37067","NC","Forsyth County","37067003404",1,1,3917,1.79464229177896,"067","003404"
"684","37067","NC","Forsyth County","37067003500",1,1,6562,6.42840044046536,"067","003500"
"685","37067","NC","Forsyth County","37067003600",1,1,5968,6.33929346390794,"067","003600"
"686","37067","NC","Forsyth County","37067003701",1,1,4830,2.07455478558202,"067","003701"
"687","37067","NC","Forsyth County","37067003702",1,1,4514,2.11684069578701,"067","003702"
"688","37067","NC","Forsyth County","37067003703",1,1,6032,4.756292693248,"067","003703"
"689","37067","NC","Forsyth County","37067003803",1,1,4567,5.97434312436969,"067","003803"
"690","37067","NC","Forsyth County","37067003804",1,1,4100,6.1137993689546,"067","003804"
"691","37067","NC","Forsyth County","37067003805",1,1,5573,2.7885665879533,"067","003805"
"692","37067","NC","Forsyth County","37067003806",1,1,3012,2.83063743924682,"067","003806"
"693","37067","NC","Forsyth County","37067003903",1,1,4477,1.39596399674439,"067","003903"
"694","37067","NC","Forsyth County","37067003904",1,1,5907,3.36442871549984,"067","003904"
"695","37067","NC","Forsyth County","37067003905",1,1,3607,1.10429507781503,"067","003905"
"696","37067","NC","Forsyth County","37067003906",1,1,3436,1.66210113714813,"067","003906"
"697","37067","NC","Forsyth County","37067003908",1,1,3085,2.12521949908648,"067","003908"
"698","37067","NC","Forsyth County","37067003909",1,1,4356,1.66014359912092,"067","003909"
"699","37067","NC","Forsyth County","37067004005",1,1,4695,5.15122000565254,"067","004005"
"700","37067","NC","Forsyth County","37067004007",1,1,7104,22.853646426161,"067","004007"
"701","37067","NC","Forsyth County","37067004009",1,1,3802,9.2185087344034,"067","004009"
"702","37067","NC","Forsyth County","37067004010",1,1,3392,4.67867148419221,"067","004010"
"703","37067","NC","Forsyth County","37067004011",1,1,5645,4.18551707575479,"067","004011"
"704","37067","NC","Forsyth County","37067004012",1,1,5611,3.63478209165448,"067","004012"
"705","37067","NC","Forsyth County","37067004013",1,1,3083,2.0898328486464,"067","004013"
"706","37067","NC","Forsyth County","37067004014",1,1,3016,2.56041417952516,"067","004014"
"707","37067","NC","Forsyth County","37067004015",1,1,3296,6.02576807305671,"067","004015"
"708","37067","NC","Forsyth County","37067004102",1,1,3256,15.0801447728715,"067","004102"
"709","37067","NC","Forsyth County","37067004103",1,1,3478,5.35279391255867,"067","004103"
"710","37067","NC","Forsyth County","37067004104",1,1,3429,5.83414093038269,"067","004104"
"711","37069","NC","Franklin County","37069060100",9,9,4663,85.980285622945,"069","060100"
"712","37069","NC","Franklin County","37069060200",8,8,3711,72.0287260018193,"069","060200"
"713","37069","NC","Franklin County","37069060301",7,7,5975,41.3616742625835,"069","060301"
"714","37069","NC","Franklin County","37069060302",7,7,2563,22.0464492499579,"069","060302"
"715","37069","NC","Franklin County","37069060401",2,2,2441,20.7867978538897,"069","060401"
"716","37069","NC","Franklin County","37069060402",2,2,4944,35.7434482321926,"069","060402"
"717","37069","NC","Franklin County","37069060501",1,1,5955,18.0590608914018,"069","060501"
"718","37069","NC","Franklin County","37069060502",2,2,7918,30.4814701844178,"069","060502"
"719","37069","NC","Franklin County","37069060600",2,2,8582,56.1006008522047,"069","060600"
"720","37069","NC","Franklin County","37069060700",2,2,4709,56.8819693373097,"069","060700"
"721","37069","NC","Franklin County","37069060801",2,2,4204,23.5672439408986,"069","060801"
"722","37069","NC","Franklin County","37069060802",2,2,4954,28.6445527932948,"069","060802"
"723","37071","NC","Gaston County","37071030101",2,2,3383,15.0260109313248,"071","030101"
"724","37071","NC","Gaston County","37071030102",1,1,3315,5.23664395356272,"071","030102"
"725","37071","NC","Gaston County","37071030203",1,1,2345,9.30826938194308,"071","030203"
"726","37071","NC","Gaston County","37071030204",1,1,3000,9.48235435839857,"071","030204"
"727","37071","NC","Gaston County","37071030205",1,1,3852,7.70146850101236,"071","030205"
"728","37071","NC","Gaston County","37071030301",2,2,2587,12.9821196082762,"071","030301"
"729","37071","NC","Gaston County","37071030302",1,1,2665,9.64044273564202,"071","030302"
"730","37071","NC","Gaston County","37071030401",2,2,4126,14.3593680742922,"071","030401"
"731","37071","NC","Gaston County","37071030402",1,1,4368,13.3243242825835,"071","030402"
"732","37071","NC","Gaston County","37071030501",2,2,2569,14.6406577945535,"071","030501"
"733","37071","NC","Gaston County","37071030502",2,2,3784,20.261713953887,"071","030502"
"734","37071","NC","Gaston County","37071030601",7,7,2710,7.85191359959969,"071","030601"
"735","37071","NC","Gaston County","37071030602",7,7,2507,7.5294024528299,"071","030602"
"736","37071","NC","Gaston County","37071030700",7,7,2955,6.1714772423656,"071","030700"
"737","37071","NC","Gaston County","37071030801",2,2,1476,6.49938416703089,"071","030801"
"738","37071","NC","Gaston County","37071030802",1,1,4215,6.33506487288744,"071","030802"
"739","37071","NC","Gaston County","37071030901",1,1,2273,1.76175603902412,"071","030901"
"740","37071","NC","Gaston County","37071030902",1,1,2927,3.24220691369999,"071","030902"
"741","37071","NC","Gaston County","37071031001",1,1,2865,5.2801989816169,"071","031001"
"742","37071","NC","Gaston County","37071031003",1,1,3803,4.98231574818107,"071","031003"
"743","37071","NC","Gaston County","37071031004",1,1,2561,2.2523081188021,"071","031004"
"744","37071","NC","Gaston County","37071031101",1,1,2767,3.34845451021395,"071","031101"
"745","37071","NC","Gaston County","37071031102",1,1,2201,1.3484769041401,"071","031102"
"746","37071","NC","Gaston County","37071031201",1,1,3080,1.80119560399508,"071","031201"
"747","37071","NC","Gaston County","37071031202",1,1,2404,2.1798278602063,"071","031202"
"748","37071","NC","Gaston County","37071031301",1,1,3383,4.3766781931036,"071","031301"
"749","37071","NC","Gaston County","37071031302",1,1,4535,4.57707989380646,"071","031302"
"750","37071","NC","Gaston County","37071031401",1,1,2986,1.85565145475578,"071","031401"
"751","37071","NC","Gaston County","37071031402",1,1,2356,1.62068511514339,"071","031402"
"752","37071","NC","Gaston County","37071031500",1,1,3381,4.71908981817676,"071","031500"
"753","37071","NC","Gaston County","37071031600",1,1,3489,8.73214354661103,"071","031600"
"754","37071","NC","Gaston County","37071031701",1,1,3670,21.6629853111289,"071","031701"
"755","37071","NC","Gaston County","37071031703",1,1,2709,5.33959192088921,"071","031703"
"756","37071","NC","Gaston County","37071031704",1,1,3690,8.3724635017614,"071","031704"
"757","37071","NC","Gaston County","37071031800",1,1,3532,2.34404985660165,"071","031800"
"758","37071","NC","Gaston County","37071031900",1,1,2973,1.32376057340806,"071","031900"
"759","37071","NC","Gaston County","37071032000",1,1,2655,1.64680145236194,"071","032000"
"760","37071","NC","Gaston County","37071032100",1,1,2923,1.73641962819905,"071","032100"
"761","37071","NC","Gaston County","37071032200",1,1,3906,2.75510040973163,"071","032200"
"762","37071","NC","Gaston County","37071032301",1,1,2308,2.57665788412919,"071","032301"
"763","37071","NC","Gaston County","37071032302",1,1,2626,2.16237063646627,"071","032302"
"764","37071","NC","Gaston County","37071032401",1,1,4577,3.84375912166388,"071","032401"
"765","37071","NC","Gaston County","37071032402",1,1,4288,8.65285785107885,"071","032402"
"766","37071","NC","Gaston County","37071032502",1,1,3153,7.38099713203304,"071","032502"
"767","37071","NC","Gaston County","37071032505",1,1,3299,1.00983595290789,"071","032505"
"768","37071","NC","Gaston County","37071032506",1,1,3375,1.5053556232693,"071","032506"
"769","37071","NC","Gaston County","37071032507",1,1,3405,2.47267284636068,"071","032507"
"770","37071","NC","Gaston County","37071032508",1,1,2745,3.13403382563935,"071","032508"
"771","37071","NC","Gaston County","37071032600",1,1,3825,2.16924595789633,"071","032600"
"772","37071","NC","Gaston County","37071032702",1,1,1798,1.15611269241402,"071","032702"
"773","37071","NC","Gaston County","37071032703",1,1,1940,0.995569091439806,"071","032703"
"774","37071","NC","Gaston County","37071032704",1,1,4488,1.42531046475891,"071","032704"
"775","37071","NC","Gaston County","37071032800",1,1,6203,2.61554223417251,"071","032800"
"776","37071","NC","Gaston County","37071032900",1,1,3472,1.08758843670318,"071","032900"
"777","37071","NC","Gaston County","37071033100",1,1,2538,2.13640989842424,"071","033100"
"778","37071","NC","Gaston County","37071033202",1,1,2062,2.99561156267905,"071","033202"
"779","37071","NC","Gaston County","37071033203",1,1,2438,1.02133600618999,"071","033203"
"780","37071","NC","Gaston County","37071033204",1,1,3791,2.26123557329223,"071","033204"
"781","37071","NC","Gaston County","37071033303",1,1,3196,2.17503015457987,"071","033303"
"782","37071","NC","Gaston County","37071033304",1,1,4597,3.87087391910696,"071","033304"
"783","37071","NC","Gaston County","37071033305",1,1,3942,5.57331578370247,"071","033305"
"784","37071","NC","Gaston County","37071033306",2,2.1,1572,6.46064499140537,"071","033306"
"785","37071","NC","Gaston County","37071033307",2,2.1,1922,9.06860803988281,"071","033307"
"786","37071","NC","Gaston County","37071033400",1,1,2869,5.99134976687151,"071","033400"
"787","37071","NC","Gaston County","37071033500",1,1,4731,8.67502861017117,"071","033500"
"788","37073","NC","Gates County","37073970100",2,2,4684,160.1557374011,"073","970100"
"789","37073","NC","Gates County","37073970200",2,2,4174,76.4915872197091,"073","970200"
"790","37073","NC","Gates County","37073970300",2,2,3339,103.797373192463,"073","970300"
"791","37075","NC","Graham County","37075920100",10,10,2197,130.757662583765,"075","920100"
"792","37075","NC","Graham County","37075920200",10,10,2869,44.7142731935438,"075","920200"
"793","37075","NC","Graham County","37075920300",10,10,3795,116.60727115338,"075","920300"
"794","37077","NC","Granville County","37077970101",8,8,5273,130.859915181074,"077","970101"
"795","37077","NC","Granville County","37077970102",8,8,3606,93.0332515054124,"077","970102"
"796","37077","NC","Granville County","37077970200",7,7,4270,33.0074822740491,"077","970200"
"797","37077","NC","Granville County","37077970300",7,7,3646,19.2143087149439,"077","970300"
"798","37077","NC","Granville County","37077970400",7,7,4040,3.50894174027061,"077","970400"
"799","37077","NC","Granville County","37077970500",8,8,3839,47.7506637096388,"077","970500"
"800","37077","NC","Granville County","37077970601",3,3,5380,52.2448567329269,"077","970601"
"801","37077","NC","Granville County","37077970602",2,2,7583,37.3840446365002,"077","970602"
"802","37077","NC","Granville County","37077970603",4,4.1,6260,25.2392752398853,"077","970603"
"803","37077","NC","Granville County","37077970701",2,2,4749,71.7632058526912,"077","970701"
"804","37077","NC","Granville County","37077970702",4,4.1,2516,3.15664551341551,"077","970702"
"805","37077","NC","Granville County","37077970703",4,4.1,4067,11.3305366665792,"077","970703"
"806","37077","NC","Granville County","37077970704",4,4.1,4687,3.0765127097114,"077","970704"
"807","37079","NC","Greene County","37079950101",2,2,4018,80.6416311581366,"079","950101"
"808","37079","NC","Greene County","37079950102",2,2,5260,62.2185338310448,"079","950102"
"809","37079","NC","Greene County","37079950200",3,3,4704,68.0410851324408,"079","950200"
"810","37079","NC","Greene County","37079950300",6,6,7380,55.0263279212104,"079","950300"
"811","37081","NC","Guilford County","37081010100",1,1,1561,0.419568739314622,"081","010100"
"812","37081","NC","Guilford County","37081010200",1,1,4070,1.32291771236006,"081","010200"
"813","37081","NC","Guilford County","37081010300",1,1,2426,1.21764386553142,"081","010300"
"814","37081","NC","Guilford County","37081010401",1,1,1453,0.621760023598565,"081","010401"
"815","37081","NC","Guilford County","37081010403",1,1,1594,0.61422678406232,"081","010403"
"816","37081","NC","Guilford County","37081010404",1,1,2502,1.22034619465418,"081","010404"
"817","37081","NC","Guilford County","37081010500",1,1,2173,1.06745398048176,"081","010500"
"818","37081","NC","Guilford County","37081010601",1,1,2780,0.915009644832331,"081","010601"
"819","37081","NC","Guilford County","37081010602",1,1,4592,0.731419605032919,"081","010602"
"820","37081","NC","Guilford County","37081010701",1,1,1919,0.47113731801074,"081","010701"
"821","37081","NC","Guilford County","37081010702",1,1,4307,0.644624994401518,"081","010702"
"822","37081","NC","Guilford County","37081010800",1,1,2409,0.957849997760607,"081","010800"
"823","37081","NC","Guilford County","37081010900",1,1,2001,0.569679859520585,"081","010900"
"824","37081","NC","Guilford County","37081011000",1,1,4768,1.15381808718805,"081","011000"
"825","37081","NC","Guilford County","37081011101",1,1,4260,1.07834437842955,"081","011101"
"826","37081","NC","Guilford County","37081011102",1,1,2602,1.16561466694054,"081","011102"
"827","37081","NC","Guilford County","37081011200",1,1,5391,1.02506806981345,"081","011200"
"828","37081","NC","Guilford County","37081011300",1,1,2862,1.58320772142574,"081","011300"
"829","37081","NC","Guilford County","37081011400",1,1,5291,1.00777957272389,"081","011400"
"830","37081","NC","Guilford County","37081011500",1,1,2964,0.766567258226679,"081","011500"
"831","37081","NC","Guilford County","37081011601",1,1,2453,0.905564041223357,"081","011601"
"832","37081","NC","Guilford County","37081011602",1,1,2981,1.21469095609709,"081","011602"
"833","37081","NC","Guilford County","37081011904",1,1,4265,1.38727245068317,"081","011904"
"834","37081","NC","Guilford County","37081011905",1,1,5077,1.66409226606455,"081","011905"
"835","37081","NC","Guilford County","37081012503",1,1,4176,1.39060837347509,"081","012503"
"836","37081","NC","Guilford County","37081012504",1,1,3246,0.892388690603972,"081","012504"
"837","37081","NC","Guilford County","37081012505",1,1,4353,1.8805716474362,"081","012505"
"838","37081","NC","Guilford County","37081012508",1,1,3289,1.61287195153028,"081","012508"
"839","37081","NC","Guilford County","37081012509",1,1,2223,1.18392247377208,"081","012509"
"840","37081","NC","Guilford County","37081012510",1,1,3090,1.4771296237666,"081","012510"
"841","37081","NC","Guilford County","37081012511",1,1,4961,1.94036111364223,"081","012511"
"842","37081","NC","Guilford County","37081012601",1,1,5912,3.04833690349144,"081","012601"
"843","37081","NC","Guilford County","37081012604",1,1,4908,1.83823091072237,"081","012604"
"844","37081","NC","Guilford County","37081012607",1,1,2301,1.22401184870355,"081","012607"
"845","37081","NC","Guilford County","37081012608",1,1,2392,0.571570601871514,"081","012608"
"846","37081","NC","Guilford County","37081012609",1,1,7342,2.87529633341931,"081","012609"
"847","37081","NC","Guilford County","37081012610",1,1,3159,1.02845186927507,"081","012610"
"848","37081","NC","Guilford County","37081012611",1,1,3577,1.1891464361997,"081","012611"
"849","37081","NC","Guilford County","37081012612",1,1,5947,1.77588313150486,"081","012612"
"850","37081","NC","Guilford County","37081012617",1,1,3478,0.845440982738144,"081","012617"
"851","37081","NC","Guilford County","37081012703",1,1,5373,1.89618446108631,"081","012703"
"852","37081","NC","Guilford County","37081012704",1,1,3214,0.949114049949266,"081","012704"
"853","37081","NC","Guilford County","37081012705",1,1,4056,1.3065894513797,"081","012705"
"854","37081","NC","Guilford County","37081012706",1,1,3159,0.962900214209487,"081","012706"
"855","37081","NC","Guilford County","37081012707",1,1,2589,1.02470551987113,"081","012707"
"856","37081","NC","Guilford County","37081012803",1,1,7640,12.7347153731986,"081","012803"
"857","37081","NC","Guilford County","37081012804",1,1,4184,2.07477254720871,"081","012804"
"858","37081","NC","Guilford County","37081012805",1,1,2545,2.40175051004097,"081","012805"
"859","37081","NC","Guilford County","37081013601",1,1,3092,0.5899594901598,"081","013601"
"860","37081","NC","Guilford County","37081013602",1,1,4138,1.17651664795358,"081","013602"
"861","37081","NC","Guilford County","37081013700",1,1,4141,1.68977037731449,"081","013700"
"862","37081","NC","Guilford County","37081013800",1,1,4685,1.37067546258902,"081","013800"
"863","37081","NC","Guilford County","37081013900",1,1,4509,1.11909591859113,"081","013900"
"864","37081","NC","Guilford County","37081014000",1,1,3079,1.36816579845158,"081","014000"
"865","37081","NC","Guilford County","37081014200",1,1,3503,1.63053728434263,"081","014200"
"866","37081","NC","Guilford County","37081014300",1,1,3045,1.77662599208954,"081","014300"
"867","37081","NC","Guilford County","37081014406",1,1,2337,1.78188624812161,"081","014406"
"868","37081","NC","Guilford County","37081014407",1,1,5635,3.27424721658942,"081","014407"
"869","37081","NC","Guilford County","37081014408",1,1,2326,0.997894584839775,"081","014408"
"870","37081","NC","Guilford County","37081014409",1,1,2893,1.4244753257544,"081","014409"
"871","37081","NC","Guilford County","37081014410",1,1,3591,1.66827452482405,"081","014410"
"872","37081","NC","Guilford County","37081014411",1,1,4806,1.35799393665144,"081","014411"
"873","37081","NC","Guilford County","37081014412",1,1,2587,1.6966804479403,"081","014412"
"874","37081","NC","Guilford County","37081014501",1,1,1300,2.92629772802036,"081","014501"
"875","37081","NC","Guilford County","37081014502",1,1,4433,3.38523769222097,"081","014502"
"876","37081","NC","Guilford County","37081014503",1,1,3523,1.81911421983422,"081","014503"
"877","37081","NC","Guilford County","37081015100",2,2,4097,39.0457419107733,"081","015100"
"878","37081","NC","Guilford County","37081015200",1,1,8412,27.9388985586034,"081","015200"
"879","37081","NC","Guilford County","37081015300",1,1,7791,27.2463455429137,"081","015300"
"880","37081","NC","Guilford County","37081015401",1,1,5527,12.8697484312669,"081","015401"
